"term","Estimate","Std..Error","t.value","Pr...t..","Std_Beta"
"(Intercept)",101.85486332802,12.8268507457816,7.94075376307914,4.78152081487542e-12,NA
"SACS_Centering",-2.32975847343027,0.417241989083644,-5.58371049507011,2.36719951534901e-07,-0.513709968301186
"SACS_Transcending",-0.528597959638948,0.373876819755416,-1.41382918573221,0.160787055062236,-0.131870054363233
"Age_clean",-0.177134913958805,0.193867024040714,-0.913692851248414,0.363266612045591,-0.0784436946815307
"Gender_labelNon-Binary",-3.07555061469013,14.1071327516009,-0.218013870631586,0.827901143746098,-0.0187276338026269
"Gender_labelWoman",-2.49512151848873,4.08675271527244,-0.610538902724483,0.543010225001706,-0.0533232596350834
