"Predictor","Mediator","Outcome","Indirect","CI_lower","CI_upper","Total","Direct","Prop_Mediated","N"
"SACS_Total","CFQ_Total","DASS_Total_x2",-0.665354789338294,-0.988613149324163,-0.332364243107804,-1.43506846923151,-0.769713679893216,0.463639752112034,95
"SACS_Total","CFQ_Total","WEMWBS_Total",0.121944213305433,0.017030103792077,0.231864661794194,0.730791796077073,0.60884758277164,0.166865876108676,93
"SACS_Total","ATQ_Believability","DASS_Total_x2",-1.04667243552441,-1.45659782165889,-0.660391308677588,-1.28683152165842,-0.240159086134011,0.813371772378949,92
"SACS_Total","ATQ_Believability","WEMWBS_Total",0.281959360524468,0.136580443949924,0.439771394388572,0.715825238237063,0.433865877712596,0.393894131504609,90
