"Item","MSA"
"SACS_1",0.683458283099121
"SACS_2",0.848306772906836
"SACS_3",0.755611876616643
"SACS_4",0.821179308786756
"SACS_5",0.789453338505416
"SACS_6",0.673433763567326
"SACS_7",0.83135921479214
"SACS_8",0.746425361077978
"SACS_9",0.785308475281854
"SACS_10",0.809540156476762
